,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Cholic acid,-0.028210078626100133,0.006121415840001258,0.0351205427422214,0.012568994011451486,-0.006737407095209654,0.02795560498485618,-0.013066215396873838,0.017183871929652785,-0.019752800755916823,-0.0039748701226868565
3-anilino-5-(4-chlorophenyl)cyclohex-2-en-1-one,-0.0035401617252069765,-0.010431044013738794,0.00857488923981269,0.036271013729087705,-0.004152308230500194,-0.005103770476788283,-0.004933068047716076,-0.02145386105625674,-0.019334202142886187,-0.03928625628282852
4-Hydroxyglucobrassicin,-0.027293232432639782,0.04963975787970514,0.022079560236112076,-0.0027271519129548148,-0.015425877973789536,-0.007718834100290443,-0.022444050407007088,0.0253080446798556,-0.005448763082128237,-0.029194899839612088
trans-Petroselinic Acid,0.022178552314769822,0.030686085318520153,0.0012922445443764147,-0.02751286219392143,0.02346671298884636,-0.036155911734087026,-0.016663840950409424,-0.018341630735033095,0.01076220782716836,0.04361300807935227
FAHFA (3:0/18:1),-0.006135100411078075,0.004438441515011708,-0.006952620407659577,-0.016017337714760337,-0.013225535458901583,-0.0071773348220103205,0.006445661188564156,-0.02820429678997588,0.004462518583259213,0.02649921756895249
"N1-cyclohexyl-4-(4-fluorobenzyl)-1,4-diazepane-1-carbothioamide",0.014672499827424844,-0.0010802449790517006,0.013599234460726632,0.016271210643024735,-0.05430910551225342,-0.0005931426659535247,-0.007326047394865676,0.016995531508587045,0.012943639646289074,0.03181719171416696
FAHFA (3:0/24:0),0.06146114716635863,0.02383003047759076,-0.019082492857478733,-0.020539223051725123,0.009301316339441071,0.030691772496362176,-0.013606110106532184,0.024714531944096466,0.016376961150170056,0.04716969073881448
"N1-phenyl-3,3,3-trifluoro-2-(trifluoromethyl)propanamide",0.02000927615890566,0.019517586812488073,-0.009406107335525658,0.020768105394723083,-0.007816932971610093,0.03612231212457459,0.035046096993107116,0.04118286561259282,-0.0003623770570301313,0.015551444623574454
"5-(2,5-dimethyl-1H-pyrrol-1-yl)-3-phenyl-1H-pyrazole",-0.004676064398855427,-0.034203116788266194,0.050799330795371966,0.006341800104615076,0.02941566230948038,0.018611250765727456,-0.009375135487108124,-0.012535913842689888,-0.03681572351854069,0.033297986944759446
"3-(2-thienyl)-1,2,4-oxadiazole-5-carbohydrazide",0.014682837752758476,0.03160072275033363,-0.0012590588030723722,0.010632725653264792,0.024705181400457927,0.051518369925514826,0.027084684385041514,0.01356656862038162,-0.025096249710197215,-0.003778862973386884
alpha-Farnesene,-0.01216136063244587,0.007648068373786721,0.0076086241586571235,0.020472250485663923,0.031598606275078454,0.040975835347424196,-0.01680841488163474,0.03131164141523238,0.02129684370035612,-0.05005344935912942
"3,3-dimethyl-5-oxo-5-(2-piperidinoanilino)pentanoic acid",0.05119999790329865,-0.014103701561407583,-0.011350288314540172,0.009224039675861951,-0.018753925022107237,-0.0076068631008691335,0.005028864822302156,-0.0023052616744945065,-0.007318325034302434,-0.0015255702247535922
Taurolithocholic acid sodium salt,-0.01314179033579082,0.03957015548449129,0.01706680234849644,-0.029659877517161617,-0.015550652712046682,0.01758761669769249,0.036501557383167835,0.005306228196172263,0.016982538567307737,0.03658911431973593
7-Ketodeoxycholic acid,-0.008327376896600652,0.01310204422720681,0.02419477669984611,0.004861109469472108,-0.04294744061525193,-0.004500801030085976,-0.02967905359968762,0.015221384108410292,-0.03462769733839111,0.02476936674100909
Deoxycytidine,0.0029779493012485328,0.0266149953039921,0.0009088820658765797,0.031088612305370095,0.017711269219963497,0.012909254735120447,0.014937163224069828,-0.004925080186845375,-0.01767553216447118,0.015476583456099617
Stercobilin,0.06225452613212522,7.991865365661635e-05,-0.04248341557832825,0.00858991799379851,-0.032550985547029974,0.04580360009192817,-0.00022513153190204294,-0.003071748806782371,0.011840463646429239,0.019179733906203967
5α-Dihydrotestosterone,0.011271786433630693,0.01762863322186157,-0.02261840823504829,-0.0015739097701878172,-0.012892683308725658,-0.028787741378045607,-0.017323347122190146,0.02596179301257969,0.019486313433384212,-0.015589084674860771
Gibberellic acid,0.03423239554165699,0.015524522905731662,0.00031491138628184394,0.010605798108463453,0.0009985333122271344,0.015016261932098318,-0.03703267982418739,-0.025750466306790332,-0.03755629427328228,-0.01376635429805391
Diflorasone,0.027246434017290447,0.010642171499657084,0.015415719942581682,-0.0050966155435611315,0.009710125318320356,-0.009303903077995201,0.0008976070391298917,-0.02892014494829118,-0.006593224397645901,0.02802407160733164
5-Methyluridine,0.010844042190882067,0.03170688554417142,-0.017752808591657777,0.03367250696671947,0.02307813172976838,-0.005574547268354426,0.02934564929246715,0.0032208946378520184,0.0014188954416413694,0.004291804535224581
"N1-[4-(aminosulfonyl)phenyl]-2,2-dimethylpropanamide",-8.847139168689955e-05,-0.005710821040731623,0.05574053576653744,0.00818198880588437,0.018679371184714976,0.010651250968191943,0.010420710898722532,0.009068997292100728,-0.0038226332472304915,0.023784741746460093
2-Hydroxy-6-Aminopurine,-0.008463355980568639,0.04635948501447544,0.013497652029342258,-0.0018074277751542825,-0.00392879939333357,-0.008021986224429137,0.006446607385010817,0.030336968789501845,-0.017713994585052937,0.02639877680319228
"1-(1,8-dihydroxy-3,6-dimethyl-2-naphthyl)ethan-1-one",0.03649036763003489,0.001638351162837326,-0.011467891686918768,0.0008960720494857673,-0.013726062250612807,-4.2973587149094484e-05,0.011124584854377497,0.016108810887964196,-0.030537272405702993,0.008772514449480715
Arachidonic acid,-0.022005153695829414,0.01742652319837163,0.020996226719738754,0.007540622656952856,0.02961062639383305,0.0025645090279451605,-0.01989383256792509,0.004980157289289151,-0.023279723259476137,0.041225395613099645
Sodium Dehydrocholate,0.026749265319709774,0.005720776495368219,-0.0017578992186645368,0.025725729567150534,-0.019530070900568536,-0.0075252180792581575,-0.006591187216712959,0.02342639703867003,0.01435932398660172,-0.0013371309501563405
2-Phenylpropionic acid,0.02090623178597114,-0.004360960127618947,0.005980359965346992,-0.01518119324379202,-0.01195753598546737,-0.004664196185584449,-0.02940167687765885,-0.0019099258046700932,0.009636725311820155,-0.012329506738471892
5-Methoxyindole-3-Carbaldehyde,-0.0019815385283275993,0.00503969505774015,0.04465395767827996,0.0075863708649529,-0.021343717683438103,-0.03540791053571978,-0.011849320148430362,0.005545225874321296,0.03452736509873996,0.0032278451445192455
MGMG (18:2),-0.005015943033522831,0.024671704249151577,0.024004431999143663,-0.015647635856703073,0.012169291197715666,-0.017728468911428725,0.018401661304554465,0.023164266772416738,-0.008558635444669881,-0.043560809751997866
Phenylglyoxylic acid,0.005357436405284183,0.03695985542604926,-0.029339790773589742,0.024420331937523652,0.029542077501498912,0.01407536335081523,0.04429792489047593,-0.005155790717483386,-0.004618718414596764,0.00897875375791288
N-acetyl-D-glucosamine,0.010728242664104545,0.006498997250540308,0.014056764256416747,0.0002503929357423715,0.013154407444813422,-0.026548142278706853,0.0058210229751604675,0.006696089525825084,-0.013404665446537548,-0.0013046914317928712
"7Z, 10Z, 13Z, 16Z, 19Z-docosapentaenoic acid",-0.003515434333114461,0.0018888651825470267,0.022923512330664794,0.009149763975560951,0.037177509501267796,-0.028411662246247173,-0.04000128266766244,0.009640938755988331,-0.005212046316314663,0.0039295316694433705
"1,4-Dihydro-1-Methyl-4-Oxo-3-Pyridinecarboxamide",0.0244478044353031,0.0169327528307514,0.003863385543934572,0.02658496088930242,-0.0048484280863749325,-0.0009431753964897185,-0.006551420030945883,-0.012459378037297355,-0.017545556127050815,0.00030184451074736964
Lithocholic Acid,0.03227445450430301,-0.036825941518115884,0.021675127104513137,-0.002356482284862492,0.018424451077843882,0.0002197167362602346,0.004859863783010636,0.01662791351422039,-0.01804819970647591,-0.004492571340026556
D-Proline,0.030563360106607127,0.007641184126017178,0.0008813932431221646,0.020134712996180554,-0.004606286430658299,-0.01666789303471961,0.0018232120108903581,0.0015494087595037185,-0.00907933421623655,0.005909916621382104
Glycochenodeoxycholic acid sodium salt,-0.00036380855400311625,0.020916195503710523,0.02255522789733504,-0.013865807132801493,-0.02744593018120938,0.011533299253975515,-0.019812946933368755,0.00604203449221714,-0.016014695510447253,0.044285503456880516
L-Histidinol,0.02586181473528757,4.462582364213426e-05,-0.0013008957060234687,0.0327316142587302,-0.009147290351804544,-0.005836873606146467,0.019483090164730724,0.006451959359268274,-0.0006979259932724669,-0.007063222417372876
"trans-2-Butene-1,4-dicarboxylic Acid",0.007919433582724077,0.031363773383997075,0.0076903794329389605,0.007332702813729161,-0.016862489852550795,0.0028221204794707517,-0.020382795705912567,-0.01879901660426868,-0.020586668989459423,-0.013914836365827334
Dibenzoyl Thiamine,-0.025471727422370003,0.02184689945873521,-0.02604343250875109,-0.014044336846325244,0.01179496980974281,-0.017016157167201854,-0.005131879095217545,-0.007831371586185888,0.05186715959643729,-0.0015848914006204619
H-Gly-Pro-OH,0.0037052751586125836,0.01285573461680166,0.008661486922733894,-0.00463184744238099,-0.03951862123253808,-0.038940176678906535,0.01807329335282379,0.0019306176698673393,0.01314348805788283,-0.000992159884176867
Ala-Leu,-0.015281461312468122,0.0036043092128435947,0.01883888523578716,0.03250852167586541,-0.025928270012521796,-0.027064156131864896,0.0022757003920334706,0.03295172481272794,0.014184091797929758,0.014257243585500394
Eicosapentaenoic acid,-0.016174437897926282,0.034777651657262064,0.013302798874853602,-0.012175060178298287,0.04212551542068659,0.02518369730351165,0.0232962501292276,0.011840514449102973,-0.005520686035092847,0.017938253165254364
Ornithine,-0.000594437110312787,0.01766610718327577,0.0032382412389364633,0.026690903024105397,0.017550297163690977,-0.018444252823227442,0.03438532756864829,0.024176214366672763,0.0011175564291815842,0.03179480883287454
Cinnamoylglycine,0.008466845689554968,0.035525787780931566,0.02782775651882786,0.016719206025474723,-0.012055077623118199,-0.016496601413270882,0.0051127758103852484,-0.0036116838759133545,0.0035221784948334333,0.01941947205253777
Allantoin,0.007658827868259128,0.022949394650175932,-0.0035144518587327286,0.004583454841973759,0.048745582438316,-0.03281037644661041,0.009356102279191173,-0.048154272042544584,0.03372773247989111,0.05095661603989239
alpha-Benzylsuccinic acid,-0.009004588668557773,0.027146591905477573,0.037505277064589095,-0.009445081408808181,-0.021928577935601167,-0.006821774185162697,0.004710340046017943,0.00023894132008189347,-0.017317115574509254,-0.008961082219088692
trans-2-Methyl-2-pentenoic Acid,-0.010792679032102771,0.033509793649093955,0.047211659561796245,-0.001811221499256714,-0.007159453916622551,-0.0032632723461935255,-0.02658818883456638,-0.03841152961998791,0.010235277625612164,-0.034689518831886174
Lactobionic acid,0.009407223625397566,0.01858599891598965,0.00012235037222775325,0.03339750366975611,0.017577585634003162,0.011012283239108253,-0.0009056247605560257,-0.010551458611462467,-0.029560003092399798,-0.01317583919256301
5-Aminoimidazole-4-carboxamide-1-beta-d-ribofuranosyl 5-monophosphate,-0.0017024406710428796,0.02262191182869482,0.01886877437657642,-0.03008893638248417,0.005863534223822851,-0.004062484018879868,0.012400836742919212,0.01567037951377554,-0.039042429864967094,0.012792100132206217
Mag (18:1),0.021637883846560495,-0.00171079539763387,-0.005391239548477161,0.004992215753627847,0.0047605345757297446,-0.03072141591498862,0.02110167011203445,0.01949508781272803,-0.0010306915474506137,0.017518592207675484
Chrysin,-0.007369885510151929,0.02065857702218252,-0.009624075739060097,-0.012708992309048936,-0.009801492447643083,-0.0007327165086357163,0.025681564052456335,0.025647593165897303,0.0026508371781825794,-0.02645967448416949
7-Ketolithocholic acid,-0.013653188062437928,0.022469437412809514,-0.01092932302513771,0.02107013415202281,0.0007114164233158032,0.002969846068514742,0.025315319203498218,0.009261605641231423,-0.01378013244872773,-0.007105538074286796
Tetradecanedioic acid,0.015836131988444774,0.0005938582427592956,0.028943559579448885,-0.006262557061512673,-0.003497338934472668,-0.024365224803608213,0.023869773825195215,0.05865426242103154,-0.018605082767182392,0.0263506159920754
9-KODE,0.012586254808347866,0.011906913367770592,-0.0004405618081747946,-0.005242150599584572,0.013463948105266816,-0.048083112374635466,-0.025717832644602076,-0.01270986981743564,0.024581985036903495,-0.0022934844899193097
L-Homocystine,0.00010419622318723782,0.020896700803399445,0.006555845168809031,0.010681125038911214,-0.012987930216853783,0.012778684145188155,-0.0383610403920751,0.05252500969898861,0.055605438557377825,-0.0151591186167053
"1,6-Bis-O-[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]-β-D-glucopyranose",-0.015092715911503034,0.02209771592567425,0.009510616636994271,0.02341213966128248,0.00782813761232632,-0.013479801753762614,0.03382122720924353,-0.025624601766265395,-0.022111843478449463,0.01949126399501141
"N,5-Bis(3-nitrophenyl)oxazol-2-amine",0.017040360966488248,0.02015347805325417,-0.004608079472495975,-0.0007340894276578285,0.0007370102424957941,0.004537137856991437,0.0003061913033732127,-0.00375512341212085,0.0004073946195293465,0.0003689512740038482
(5-L-Glutamyl)-L-Amino Acid,0.0015164734548705457,0.018307966627691016,0.014429107802020433,-0.0012147882871817535,-0.032648157570195506,-0.03930690560961444,0.021824684297764324,-0.007563189875549675,0.010356279179728305,0.00028213929543925795
Gly-Phe,-0.010918858543388412,0.020309881425270147,0.03109496647308106,0.02426880844844268,-0.041406194140509126,-0.025810236946807896,0.011325893538415233,-0.0037700259023011377,-0.005009043607189449,0.0005302692842946954
Lysopa 16:0,-0.03645571839164168,0.03071099576875441,-0.0024068201365085233,-0.018998346554375423,0.017455067488928586,0.005244950843439806,-0.005970581108981934,-0.0028869303111425824,0.03169691440167937,-0.0022495027758002474
Homovanillic acid,0.021831169341743315,0.028797097212365504,0.008398544164004358,0.0180104043011711,-0.005490734840639525,0.013208286185620309,-0.007518355468367886,-0.017028645767860815,-0.02655131080386275,-0.013253394972631638
Prostaglandin G2,0.03663765571960902,0.006152138446267324,0.02225918968887756,0.008213104923545277,-0.00182838903429446,-0.024137695536190207,0.009684883197453392,-0.012078898884459788,0.005199932590140541,0.02149042038635444
L-Saccharopine,0.024578895670561384,0.02609081569210825,-0.018397353838502155,0.006932228604133673,-0.009830479357766967,-0.04309426062690011,0.013672090375827407,-0.006612457725002866,-0.0023963426011658056,-0.01241365287295582
N7-Methylguanosine,-0.008318554786116986,0.018752978672849963,-0.005732812892762324,0.018575617930232984,0.03899649968911927,-0.01943957555533664,0.042674366051633945,-0.005021755220712193,-0.029894311266153033,0.026365122149178525
Deoxyguanosine,0.0014238743946427678,0.023730698209983577,0.014287670017604438,0.010109492675739748,0.0033825356802874187,0.013346600904362863,0.017144276222915013,0.004867626309849786,-0.025877790130606086,-0.007799956594688275
Erucic acid,0.014572110013636591,0.03896850464279095,-0.009450177729920078,-0.019174284489478867,0.023964207398784913,-0.03925766986811899,-0.00301478878306896,-0.020058772164850688,0.0067410054071384085,-0.001080428830066226
Sulfoacetic acid,-0.019294401636587775,0.04114835008387198,0.030049926570394864,0.01871588927528762,0.000939423345000284,-0.008801865971955683,0.0009678692875650025,0.01668893632730051,-0.03152396558431142,-0.0006604022719061331
Minocycline,-0.006521967106533483,0.022862054370775677,0.04161056426462696,0.010608106955129133,0.0027971269878871866,-0.015513119167902331,0.021906743311483255,0.01960212331212901,-0.028451185505283434,0.0027386749222535166
2-Methylpentanedioic acid,0.016289385569233598,0.026479269830965473,0.01866463896845724,0.021213492699048892,0.006574511768851652,0.016507766505929757,0.0191151378873797,-0.0237747145200988,-0.02915234681060748,-0.026283543532200596
Nicotinate ribonucleoside,0.025151809754641142,0.013579603881328691,-0.0012326750144594245,0.02726898256637323,-0.012093977560803697,0.002212797600524271,0.027257706769017297,0.010333165446445603,-0.02182579504771821,0.010518212132269746
Lysope 14:0,0.018138874704847346,0.002809526849511721,0.007078953856296044,0.007926404989136814,0.032600417984668416,-0.02537555038722535,-0.02102880623140284,0.019310418499356555,-0.009991340196370239,0.0060407648722706885
2-[6-(1H-benzo[d]imidazol-2-yl)-2-pyridyl]-1H-benzo[d]imidazole,0.04519427772796691,0.010193604401988743,0.007011488566541513,-0.008922248753459643,-0.012516748602810114,0.00038470699438599077,0.017819476127475076,-0.022306127032136632,0.0076602796406513175,0.005849507971568413
"3-benzyl-1-butyl-4-hydroxy-1,2-dihydroquinolin-2-one",0.02727311111310915,-0.016626430943013804,0.02263460014645475,0.02726949259636816,0.0070554274828793975,0.0036765421129881567,-0.005307825939746174,-0.01665948452032326,0.03900354666167587,0.006617635799890909
Porphobilinogen,-0.0027186093855358926,0.04680583206604548,0.010012689978318853,0.035273329336064446,-0.01776142881478928,0.018907530141564332,-0.01060494982050137,-0.033875452611135344,0.018912667680307582,-0.006911842361327833
23-Norcholic acid,0.017668592467217765,-0.015899165298808592,0.0012183095926765063,0.03514213450766607,-0.009953019238402465,-0.005098739777997944,0.013056053254650516,0.020873955922622558,-0.003117191771315935,0.02075038341080171
tetranor-PGDM,0.03216909736942033,0.011330138078375532,0.04805495781891315,-0.013451359154324598,0.017669322741211333,0.00995345874044981,0.010272252211531423,-0.006479378705602569,0.029809992888999753,-0.014492646899378436
2-chloro-6-[(2-oxoazepan-3-yl)amino]benzonitrile,0.020090862491874386,0.007718642656968842,0.01898682348035562,-0.0029189661357078072,0.0015952680394622145,0.01405130223252128,0.0032933195764772833,-0.005227685204168721,0.0032909913159738934,0.02316842673974469
Ala-Gln,-0.005111384006015173,0.02535574276904365,0.01929504374863832,0.020480430316468234,-0.03240103940341747,-0.01984024740847095,0.016741524591734676,-0.0020093311213714884,-0.013479370832111594,0.008013709773170922
L-lysine,-0.0018786780162185672,0.013417061275328844,0.004686850165060071,0.02773961692603048,0.011724263733000569,-0.016718065233784014,0.021955297367681034,0.04933376854578073,-0.0074476922690310116,0.019148628742355112
Gamma-Glu-Leu,-0.010438454177723239,0.028729475043502282,-0.028757240405284334,0.01602272925212064,-0.01447613655600188,-0.01672667549923021,-0.026800607951075087,-0.002849030493462409,-0.026825157737078827,0.0395132525105318
"1-(2,4-dihydroxyphenyl)-2-(3,5-dimethoxyphenyl)propan-1-one",0.0245767381006018,0.027968702245144354,0.016804461346178377,0.0026068201310774654,-0.007559284344863393,0.013724167729831458,-0.013857369951608009,0.00968478406268094,-0.006792303697154355,0.0015609942392683651
12-oxo Phytodienoic Acid,0.01606258979225699,0.014875548454400792,0.01151144485632686,-9.93339230126903e-05,-0.005113486453520033,0.010093922900077447,0.0008956650292827364,0.001123730827187761,0.006306186821379707,0.011564604294620216
4-Hydroxy-3-methylbenzoic acid,0.01697519816377998,0.027562813493400458,0.023668428007440644,-0.021571176169324337,-0.02121832181292095,0.0005684578544969495,0.012473225314670539,0.008418489820312748,0.008445975183869758,0.016496493082460935
(+/-)12(13)-DiHOME,0.00496807917812552,-0.014690415025861717,0.0006956032313030088,-0.009651187355221382,0.011759324487608608,0.015826139766212995,0.018321156015839862,0.04138198522145424,0.014612452189123324,-0.008390562338413224
PC (18:1/18:2),0.005788490173061235,0.022882175470528295,-0.01409537746457506,-0.020974282851725593,0.018548606884876116,-0.02135295987072247,-0.010263644023291621,0.007791979578705775,0.019831715150017304,-0.025572001742717617
"7-Hydroxy-3,4-dihydrocarbostyril",0.01597184242789627,-0.002690212452207131,0.003164521641613522,-0.011271645388882383,-0.010546143132401835,-0.008118775314921863,0.004466412395195758,-0.015055915444396667,-0.0073505935833041705,0.016477827092928148
Taurochenodeoxycholic acid,-0.026411276070323647,0.01297961961181437,-0.014744820849421933,0.008286359677526398,0.008876208304038765,-0.003366212558459309,0.051884437864737454,-0.010410320073582517,-0.015195281471773346,0.016360035978748643
L-Carnitine,0.023639062946609404,0.0053877904149995,-0.004368548178665923,0.014158714624005506,-0.0037633863503567355,0.002312972425457759,0.004124916718940737,-0.017723484759433056,-0.006616005951673802,0.005361202954721329
Xanthine,0.0025196319663721095,0.020845193362390022,0.003105797518512555,-0.0021814470273612283,0.026075367134096413,-0.009213337271311212,-0.005221460798139895,0.01975539277941054,-0.007964134876504051,0.03142138266921067
"N1-{4-methyl-2-[(3,4,5-trimethoxybenzylidene)amino]phenyl}acetamide",0.029923562193323774,0.025735127107582315,0.007714356194532733,0.02538039376601757,-0.020066680234822644,0.013672678049621126,0.0005889669017928802,-0.02601300157916057,-0.0013433756871689003,-0.012945295738076481
D-Glucosamine,-0.00989445053795761,0.019582699852570468,0.0020719429303936937,0.01141626406155871,-0.005047164700192204,-0.02249329262717434,0.021281061893421247,-0.008830195269902275,-0.016871761669818887,0.022943220273741443
Syringic acid,0.01685122894235528,-0.010600394709134594,0.03460102761695659,0.016132947777820195,0.020886092175422175,0.017448958396175468,-0.01503778572004377,-0.0333823584593321,-0.02700884136261306,-0.013075533875892519
Docosatrienoic acid,0.027815766735013597,0.032808957872312965,-0.011683353744361755,0.010442095069717865,0.013845987786619614,-0.048955440936953275,-0.014914245979905913,-0.0018124969833147099,0.006274959785306742,0.01729255824865865
Fexofenadine,-0.010998842222390386,0.01914812014900223,-0.010026129874633886,0.038545781879581714,0.02028733880834468,0.03942983020870657,0.04654252469493351,0.010903061992534682,0.0009040390824016446,0.034987483553800464
Maltotriose,0.002000651334278647,0.006970736883452373,0.04377057679105309,-0.005740224675795869,-0.024039982727709266,0.04500297766521267,-0.028705327048007177,-0.006844697123204929,0.04400372203970364,0.0535486480736924
Trehalose,0.007617111130550581,0.03140721392137258,0.001836905553228527,0.009411562644494087,0.025706947683508834,-0.00380097383191056,0.011409115606292758,-0.026150409990022817,-0.016805411635971688,0.01270454404234202
Argininosuccinic acid,-0.0007580048898183384,0.03503116136957789,0.02014055102968852,0.01947509064484524,0.02092872711993632,-0.010549254181941104,-0.011127996828262173,0.009660783258004842,-0.02661082499522912,0.008809748750858973
LysoPE 18:0,0.004977806438523132,-0.0023667354554368584,0.007492053473353623,-0.010896351650075587,-0.021442131688115578,0.013551150663968321,0.024159451411185945,0.0017213356063061462,-0.01627965586741112,0.02566710843056737
Lysope 18:1,-0.022360279116998522,0.04625929007174042,0.007558764419912899,0.0010714326264705378,-0.014636734468492563,0.014518269241851735,0.023869541883332755,-0.000928218818802777,-0.023963132786531796,0.0027635197202107555
Sebacic acid,0.021687276093845496,0.018700464744823838,0.0160159245197025,0.0017982251749241126,0.00042871542862695563,-0.01328552938552029,-0.017680510241353285,0.012707975007318158,-0.022553963226395666,0.013578632223940545
20-Carboxy-Leukotriene B4,0.0021672289027642355,-0.01659014953247986,0.02386595559559439,0.020172061574204564,-0.009602649121919169,-0.009879000842196657,0.009882357820707835,0.01791517605987275,-0.025404066877612614,0.0113948296581141
Monobutyl phthalate,0.03399415029509593,0.012079271762160509,-0.022150488893095694,-0.009004022723747944,-0.014936397175142882,0.0020842799034087645,0.002158411878812782,0.005913352850701263,0.0014582755572973248,-0.010001902101901803
Stearic acid,0.02161286284820956,0.02945356610114711,-0.020865011235542068,-0.03178260886226875,-0.011876906716694998,-0.04578501472481263,-0.02007212954518937,-0.02865493042609241,0.004559178297726442,-0.008594530594739127
N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea,0.018897791406912536,-0.014227589390731743,0.03635212113243069,0.0031510987401947247,-0.0245508962778902,-0.02285273110108726,-0.006602789439135621,-0.003184117507410764,-0.016565777381369818,0.024707701820994778
2-Methoxyestrone,0.017067971532505524,0.007232113041616265,-0.004889971908905014,-0.02158988651399307,-0.04356488467565085,0.015112065313581672,-0.007866388211780638,-0.002133043266696719,0.01968788109441801,0.001139336624714508
L-Pipecolate,0.00816625334797333,0.008305035502429201,0.03988034996989594,0.025173975204907467,0.02463526982869475,0.01676116780292611,-0.029307105793912436,-0.010061480841007983,0.010528707404582352,-0.018939967461917145
Ouabain,0.013818781939136193,0.00902524384698396,0.018336265608597236,0.0010894617184381635,-0.011829970430878215,0.0018884892969466631,0.010491002608186344,-0.01302056089002821,0.0023254647777481963,0.006522788880370178
"13,14-Dihydro-15-keto Prostaglandin A2",0.0014809744606383254,0.0021573520797673945,0.017916786963250525,-0.019652993167170854,-0.03536249244704274,0.004369581447713232,-0.0071181969953078,0.026569050968927855,0.003248499128328196,-0.007991263002322146
"methyl 9-(2,4-dimethoxyanilino)-9-oxononanoate",0.021341936945411356,0.018161077012770425,-0.010172701913087227,-0.0005624438912372025,0.024303033675202687,-0.02656537960702761,0.00857973269029094,0.020906984646802924,0.008451476793533157,0.05244422475438438
D-threo-Isocitric acid,-0.007330418878420305,0.04603349843718266,0.01091557222595959,-0.004767438837774966,0.012915075302143109,-0.01923538337743647,0.01581746447061564,0.04311854227494306,-0.00936285610512434,0.01287627787591321
2-Acetamido-N-β-aspartyl-2-deoxyhexopyranosylamine,0.005696049216425735,0.030305236633545667,0.007987365173504995,0.033720170024679204,0.004023890627512848,-0.00034283915902031477,0.004030340042894417,-0.009714108145792237,-0.015900340264945526,0.015040833644136085
N-Acetylsphingosine,0.0022880748913472015,-0.00670007464355344,0.007682351675449467,0.017888591081259717,0.025708554431642387,-0.04002517845713658,-0.04167512393441257,-0.01554219021936712,-0.0006376098912428718,-0.015816341853829942
N-[4-(diethylamino)phenyl]-N'-phenylurea,-0.022491696635458597,1.0209222840700608e-06,-0.0010683329266649106,0.02606365390395619,-0.006951735078639143,0.0067409387395390786,-0.006025073760510451,-0.028809324181049333,0.0140607740722291,0.0174546998007802
Lysopc 14:0,0.02187206629222648,0.004990453088433943,0.015742134984578316,0.021464945459743607,-0.0024545176631388787,-0.02134664230049392,0.01889119731116214,0.01683931340450097,0.001956405550091498,0.02599186249162513
"8(R)-Hydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoic acid",-0.014953864507048907,0.00040650433073800515,0.026911671090166223,-0.000527885507005361,-0.00669342244358881,0.009203407487685509,0.019788711161215063,-0.02463969320952465,-0.007981891826522728,-0.0014940237358685483
gamma-Glutamylcysteine,-0.00366902354241775,0.014685554787741216,0.015862054684236522,0.03492111062328051,0.0028257027474773754,0.017033859508281575,-0.04043822196705151,0.05597016109528884,0.046764988299714254,-0.008975556024198502
Inosine,0.0005201093543538193,0.0015432246380643745,0.0038498314091167125,-0.01626920430872194,0.018974270673787857,0.027402837980191615,0.02378447003970267,0.07948016964142139,0.011296375603254203,-0.025407261447005638
10-Nitrolinoleate,0.017831538837237336,-0.0021601449693319738,0.03876711614337375,-0.005458139512699711,0.01633875574802272,-0.014460737471664018,0.011081379532706548,0.00963150595234345,-0.008934431537471085,0.03076003322399322
"1-{[5-(4-chlorophenyl)-4H-1,2,4-triazol-3-yl]thio}acetone",-0.040017688810644526,0.03642975512933407,-0.00511088735684556,-0.002699336071157051,-0.033963901101499626,0.021806127360839585,0.016300994387996134,-0.00760253368671878,-0.01920764471655179,0.012368187681060908
"1-benzyl-3-(2-methylphenyl)-3,7-dihydro-1H-purine-2,6-dione",-0.00018204534137517537,0.026450108037136537,0.004636599409231862,0.031807993223467224,-0.008860934869354836,-0.004962118054902979,-0.004522012229903652,-0.011266826763694454,-0.04593048677599661,0.011980731206544765
5-S-cysteinyldopaquinone,0.030767581471459603,0.017894778018009812,-0.0028604031961508287,0.003659506064727445,0.0006538794328152885,0.02042096091478704,0.0006364977566400029,-0.0041933123804284555,-0.005797530301883874,0.010509849119765179
Tryptophanol,0.03340150022383979,0.014440465720103351,0.003667261497652112,-0.0026207557310353887,0.004628997277133003,-0.012530247422284709,0.016566560371045414,0.011268509391401619,-0.012294039433256507,0.0021232638147653652
"8,15-Dihete",0.027643544410532246,-0.009147224003130129,0.024065631788736337,-0.008524494635497178,0.009350981788146284,0.013269730320230096,-0.006377552523199896,0.005385486418423026,-0.0014041395377483717,-0.012030289704883906
"5-chloro-2,8-dimethyl-4-[(3-nitro-2-pyridyl)oxy]quinoline",0.02284198146168445,0.048155848662051165,-0.016679405450202432,-0.003942719241312141,-0.01824568397584158,0.014780944789486385,0.009243734620508677,0.00929131150030004,0.018413962966143102,-0.034052253154882396
